,Customer_ID,custcare_Mean,new_cell,area,creditcd
1000,1010483,11.66666667,N,NEW YORK CITY AREA,Y
1001,1010486,0.0,N,DALLAS AREA,Y
1002,1010497,6.333333333,Y,NEW YORK CITY AREA,Y
1003,1010502,0.333333333,U,MIDWEST AREA,Y
1004,1010504,0.0,Y,NEW YORK CITY AREA,Y
1005,1010511,0.0,U,CALIFORNIA NORTH AREA,Y
1006,1010522,0.0,U,OHIO AREA,Y
1007,1010540,0.0,N,HOUSTON AREA,N
1008,1010558,2.333333333,U,HOUSTON AREA,N
1009,1010574,1.333333333,N,CHICAGO AREA,Y
1010,1010578,0.0,Y,MIDWEST AREA,Y
1011,1010583,0.333333333,U,NEW YORK CITY AREA,Y
1012,1010594,1.333333333,N,HOUSTON AREA,Y
1013,1010595,0.666666667,N,MIDWEST AREA,Y
1014,1010603,0.0,Y,NORTH FLORIDA AREA,N
1015,1010627,0.0,U,MIDWEST AREA,Y
1016,1010646,0.0,U,MIDWEST AREA,Y
1017,1010661,0.0,Y,SOUTH FLORIDA AREA,Y
1018,1010673,0.333333333,Y,DC-MARYLAND-VIRGINIA AREA,Y
1019,1010704,0.333333333,N,MIDWEST AREA,Y
1020,1010707,0.0,Y,MIDWEST AREA,Y
1021,1010710,16.66666667,N,ATLANTIC SOUTH AREA,N
1022,1010714,1.0,Y,NORTH FLORIDA AREA,Y
1023,1010721,0.0,U,PHILADELPHIA AREA,Y
1024,1010723,11.33333333,N,NEW YORK CITY AREA,N
1025,1010730,0.0,U,MIDWEST AREA,Y
1026,1010731,0.333333333,U,NEW YORK CITY AREA,Y
1027,1010740,0.0,U,NEW YORK CITY AREA,Y
1028,1010761,0.0,Y,OHIO AREA,N
1029,1010778,1.0,N,TENNESSEE AREA,Y
1030,1010792,0.0,Y,MIDWEST AREA,Y
1031,1010796,0.0,Y,NEW YORK CITY AREA,N
1032,1010807,0.666666667,N,HOUSTON AREA,N
1033,1010813,1.333333333,U,CALIFORNIA NORTH AREA,N
1034,1010825,2.0,U,NORTH FLORIDA AREA,Y
1035,1010826,0.0,Y,OHIO AREA,Y
1036,1010839,0.333333333,Y,OHIO AREA,Y
1037,1010844,1.333333333,N,NORTHWEST-ROCKY MOUNTAIN AREA,N
1038,1010851,0.0,U,OHIO AREA,Y
1039,1010854,0.666666667,U,OHIO AREA,Y
1040,1010865,0.0,N,MIDWEST AREA,Y
1041,1010872,0.0,U,OHIO AREA,N
1042,1010885,0.0,Y,NEW YORK CITY AREA,N
1043,1010930,0.0,U,ATLANTIC SOUTH AREA,Y
1044,1010937,0.0,Y,NEW YORK CITY AREA,Y
1045,1010940,0.333333333,Y,SOUTHWEST AREA,Y
1046,1010948,0.333333333,Y,CALIFORNIA NORTH AREA,Y
1047,1010949,0.0,U,NEW YORK CITY AREA,Y
1048,1010995,0.0,U,TENNESSEE AREA,Y
1049,1010996,0.0,U,CALIFORNIA NORTH AREA,Y
1050,1011002,0.666666667,U,NEW YORK CITY AREA,Y
1051,1011005,0.333333333,Y,GREAT LAKES AREA,Y
1052,1011028,0.0,N,OHIO AREA,Y
1053,1011048,0.0,Y,MIDWEST AREA,N
1054,1011049,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
1055,1011051,1.666666667,Y,GREAT LAKES AREA,Y
1056,1011060,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1057,1011067,0.0,Y,NEW ENGLAND AREA,Y
1058,1011069,0.0,N,NEW ENGLAND AREA,N
1059,1011089,0.0,N,OHIO AREA,Y
1060,1011091,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1061,1011111,0.333333333,U,NEW YORK CITY AREA,N
1062,1011113,0.0,Y,HOUSTON AREA,Y
1063,1011130,0.0,U,MIDWEST AREA,Y
1064,1011144,0.0,U,NEW YORK CITY AREA,Y
1065,1011154,1.333333333,U,CALIFORNIA NORTH AREA,Y
1066,1011163,1.333333333,U,NEW YORK CITY AREA,Y
1067,1011167,0.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
1068,1011175,0.0,Y,CHICAGO AREA,Y
1069,1011205,7.0,N,GREAT LAKES AREA,N
1070,1011210,6.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1071,1011233,0.0,U,DALLAS AREA,Y
1072,1011237,0.0,U,NORTH FLORIDA AREA,Y
1073,1011239,2.333333333,Y,NEW YORK CITY AREA,N
1074,1011247,0.0,Y,CALIFORNIA NORTH AREA,N
1075,1011265,1.333333333,U,OHIO AREA,N
1076,1011268,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1077,1011294,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
1078,1011302,1.666666667,N,SOUTHWEST AREA,Y
1079,1011310,0.666666667,Y,CENTRAL-SOUTH TEXAS AREA,Y
1080,1011344,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1081,1011348,0.0,N,NEW YORK CITY AREA,N
1082,1011351,0.333333333,Y,GREAT LAKES AREA,Y
1083,1011372,0.333333333,U,CALIFORNIA NORTH AREA,Y
1084,1011376,0.0,Y,CALIFORNIA NORTH AREA,Y
1085,1011382,0.0,N,CALIFORNIA NORTH AREA,N
1086,1011385,0.333333333,Y,NORTH FLORIDA AREA,Y
1087,1011394,0.0,N,NORTH FLORIDA AREA,Y
1088,1011446,0.0,U,CALIFORNIA NORTH AREA,Y
1089,1011456,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1090,1011462,0.0,Y,MIDWEST AREA,N
1091,1011465,5.333333333,U,OHIO AREA,Y
1092,1011467,0.0,N,NEW YORK CITY AREA,Y
1093,1011474,0.0,N,PHILADELPHIA AREA,
1094,1011490,1.666666667,U,NEW YORK CITY AREA,Y
1095,1011513,3.333333333,N,CENTRAL-SOUTH TEXAS AREA,Y
1096,1011521,0.0,N,GREAT LAKES AREA,Y
1097,1011532,0.0,N,NEW ENGLAND AREA,N
1098,1011563,0.666666667,U,HOUSTON AREA,Y
1099,1011568,1.333333333,Y,OHIO AREA,Y
1100,1011570,0.0,U,HOUSTON AREA,Y
1101,1011580,2.0,N,GREAT LAKES AREA,N
1102,1011595,0.0,U,HOUSTON AREA,N
1103,1011602,0.333333333,U,MIDWEST AREA,N
1104,1011616,0.0,N,OHIO AREA,Y
1105,1011619,0.0,U,SOUTH FLORIDA AREA,Y
1106,1011630,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1107,1011632,0.0,U,SOUTH FLORIDA AREA,Y
1108,1011655,1.666666667,N,CENTRAL-SOUTH TEXAS AREA,Y
1109,1011671,4.0,Y,DALLAS AREA,Y
1110,1011676,1.333333333,U,CHICAGO AREA,Y
1111,1011689,0.0,U,NEW YORK CITY AREA,Y
1112,1011691,0.0,N,MIDWEST AREA,N
1113,1011698,0.0,U,TENNESSEE AREA,N
1114,1011720,0.0,Y,ATLANTIC SOUTH AREA,N
1115,1011722,0.0,N,ATLANTIC SOUTH AREA,N
1116,1011727,0.0,Y,NEW YORK CITY AREA,
1117,1011728,0.0,N,MIDWEST AREA,Y
1118,1011767,0.666666667,U,SOUTH FLORIDA AREA,Y
1119,1011773,0.333333333,U,NORTH FLORIDA AREA,Y
1120,1011779,7.333333333,U,SOUTH FLORIDA AREA,Y
1121,1011791,0.0,Y,PHILADELPHIA AREA,Y
1122,1011793,0.0,Y,MIDWEST AREA,N
1123,1011823,2.0,N,HOUSTON AREA,Y
1124,1011825,0.0,Y,NEW YORK CITY AREA,Y
1125,1011835,0.0,U,CENTRAL-SOUTH TEXAS AREA,N
1126,1011850,0.0,U,GREAT LAKES AREA,Y
1127,1011859,3.0,U,MIDWEST AREA,N
1128,1011867,2.666666667,Y,OHIO AREA,N
1129,1011870,0.0,U,CALIFORNIA NORTH AREA,Y
1130,1011872,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1131,1011884,0.0,Y,NEW YORK CITY AREA,Y
1132,1011886,0.0,N,HOUSTON AREA,Y
1133,1011894,0.666666667,Y,MIDWEST AREA,Y
1134,1011900,0.0,N,NEW YORK CITY AREA,N
1135,1011903,0.0,Y,NEW YORK CITY AREA,Y
1136,1011911,0.0,U,NEW YORK CITY AREA,Y
1137,1011918,0.0,U,NEW ENGLAND AREA,Y
1138,1011933,1.333333333,Y,PHILADELPHIA AREA,Y
1139,1011937,2.0,Y,NORTH FLORIDA AREA,Y
1140,1011940,0.0,U,PHILADELPHIA AREA,Y
1141,1011964,0.0,U,NEW YORK CITY AREA,Y
1142,1011970,0.0,U,NEW YORK CITY AREA,Y
1143,1011997,6.666666667,N,OHIO AREA,Y
1144,1012002,1.666666667,N,DC-MARYLAND-VIRGINIA AREA,N
1145,1012018,1.333333333,Y,CALIFORNIA NORTH AREA,Y
1146,1012024,1.0,U,ATLANTIC SOUTH AREA,Y
1147,1012043,0.0,Y,DALLAS AREA,Y
1148,1012064,4.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1149,1012080,0.0,U,PHILADELPHIA AREA,Y
1150,1012083,4.333333333,U,NEW YORK CITY AREA,Y
1151,1012084,0.0,N,NEW YORK CITY AREA,Y
1152,1012085,6.666666667,Y,HOUSTON AREA,N
1153,1012109,0.0,U,MIDWEST AREA,N
1154,1012120,0.0,N,OHIO AREA,Y
1155,1012132,0.0,U,GREAT LAKES AREA,Y
1156,1012135,0.333333333,U,NEW YORK CITY AREA,Y
1157,1012147,0.0,Y,TENNESSEE AREA,Y
1158,1012153,0.0,Y,SOUTH FLORIDA AREA,Y
1159,1012158,6.666666667,U,TENNESSEE AREA,Y
1160,1012159,0.0,N,NEW YORK CITY AREA,Y
1161,1012168,5.666666667,U,MIDWEST AREA,Y
1162,1012169,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1163,1012189,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1164,1012204,0.333333333,U,MIDWEST AREA,Y
1165,1012208,2.666666667,U,NORTH FLORIDA AREA,N
1166,1012210,0.666666667,U,ATLANTIC SOUTH AREA,Y
1167,1012231,3.333333333,U,TENNESSEE AREA,N
1168,1012241,0.0,Y,CENTRAL-SOUTH TEXAS AREA,N
1169,1012243,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1170,1012253,2.0,U,CHICAGO AREA,N
1171,1012257,0.0,U,NORTH FLORIDA AREA,Y
1172,1012269,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
1173,1012287,0.0,U,NEW ENGLAND AREA,N
1174,1012292,0.666666667,U,NEW YORK CITY AREA,Y
1175,1012293,0.0,N,NEW YORK CITY AREA,Y
1176,1012301,4.333333333,U,CALIFORNIA NORTH AREA,N
1177,1012315,0.0,U,MIDWEST AREA,Y
1178,1012321,0.0,Y,HOUSTON AREA,N
1179,1012326,0.0,U,DALLAS AREA,N
1180,1012337,0.333333333,U,SOUTH FLORIDA AREA,Y
1181,1012338,1.0,U,SOUTH FLORIDA AREA,Y
1182,1012349,17.33333333,U,NEW YORK CITY AREA,Y
1183,1012359,1.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
1184,1012362,0.666666667,N,TENNESSEE AREA,N
1185,1012365,0.0,U,HOUSTON AREA,Y
1186,1012368,0.0,U,DALLAS AREA,Y
1187,1012378,0.0,U,OHIO AREA,Y
1188,1012392,0.0,N,PHILADELPHIA AREA,Y
1189,1012393,3.0,N,HOUSTON AREA,Y
1190,1012405,0.666666667,N,NORTH FLORIDA AREA,Y
1191,1012407,0.0,U,CALIFORNIA NORTH AREA,Y
1192,1012438,0.0,U,MIDWEST AREA,Y
1193,1012450,1.333333333,U,CALIFORNIA NORTH AREA,N
1194,1012462,0.0,Y,NEW YORK CITY AREA,Y
1195,1012486,0.0,U,MIDWEST AREA,Y
1196,1012491,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1197,1012515,0.666666667,N,ATLANTIC SOUTH AREA,Y
1198,1012525,0.0,Y,DALLAS AREA,Y
1199,1012526,0.0,N,NORTH FLORIDA AREA,Y
1200,1012528,1.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1201,1012533,0.0,Y,SOUTH FLORIDA AREA,Y
1202,1012561,0.0,Y,GREAT LAKES AREA,Y
1203,1012584,0.0,Y,SOUTH FLORIDA AREA,Y
1204,1012586,0.0,U,NEW ENGLAND AREA,Y
1205,1012595,0.333333333,N,CALIFORNIA NORTH AREA,Y
1206,1012602,0.0,N,HOUSTON AREA,Y
1207,1012606,0.666666667,U,TENNESSEE AREA,Y
1208,1012610,0.666666667,U,OHIO AREA,Y
1209,1012612,0.0,N,MIDWEST AREA,N
1210,1012613,0.0,U,DALLAS AREA,Y
1211,1012631,0.0,U,MIDWEST AREA,Y
1212,1012647,2.666666667,U,HOUSTON AREA,N
1213,1012657,0.333333333,Y,NEW YORK CITY AREA,Y
