,Customer_ID,custcare_Mean,new_cell,area,creditcd
2000,1020113,0.0,N,CALIFORNIA NORTH AREA,Y
2001,1020118,0.0,U,ATLANTIC SOUTH AREA,Y
2002,1020123,0.0,U,NEW YORK CITY AREA,Y
2003,1020126,0.0,Y,LOS ANGELES AREA,Y
2004,1020133,0.0,N,DALLAS AREA,Y
2005,1020152,0.0,U,CENTRAL-SOUTH TEXAS AREA,N
2006,1020153,0.666666667,U,NEW ENGLAND AREA,N
2007,1020167,5.0,U,CHICAGO AREA,N
2008,1020188,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
2009,1020189,14.66666667,Y,MIDWEST AREA,Y
2010,1020217,4.666666667,U,DC-MARYLAND-VIRGINIA AREA,N
2011,1020231,0.333333333,Y,ATLANTIC SOUTH AREA,Y
2012,1020234,0.0,U,NEW ENGLAND AREA,Y
2013,1020240,0.0,U,SOUTHWEST AREA,Y
2014,1020242,0.333333333,U,LOS ANGELES AREA,Y
2015,1020246,0.0,N,NEW YORK CITY AREA,N
2016,1020263,0.0,Y,DALLAS AREA,N
2017,1020274,0.0,U,HOUSTON AREA,N
2018,1020283,0.0,U,NEW YORK CITY AREA,Y
2019,1020287,2.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
2020,1020304,0.0,U,NEW YORK CITY AREA,N
2021,1020309,0.0,Y,NEW ENGLAND AREA,Y
2022,1020337,0.0,N,NORTH FLORIDA AREA,Y
2023,1020340,0.0,U,CALIFORNIA NORTH AREA,N
2024,1020342,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
2025,1020343,0.0,N,SOUTH FLORIDA AREA,Y
2026,1020346,5.0,N,OHIO AREA,N
2027,1020352,2.666666667,N,NEW YORK CITY AREA,N
2028,1020358,4.666666667,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
2029,1020365,0.0,U,SOUTH FLORIDA AREA,Y
2030,1020369,0.0,U,OHIO AREA,N
2031,1020381,2.333333333,U,GREAT LAKES AREA,Y
2032,1020389,0.0,Y,CALIFORNIA NORTH AREA,N
2033,1020430,0.0,N,MIDWEST AREA,Y
2034,1020434,0.0,Y,MIDWEST AREA,Y
2035,1020445,0.0,Y,MIDWEST AREA,Y
2036,1020453,0.0,U,MIDWEST AREA,Y
2037,1020455,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
2038,1020456,0.0,U,MIDWEST AREA,N
2039,1020466,9.666666667,U,NEW YORK CITY AREA,Y
2040,1020487,1.666666667,N,DALLAS AREA,Y
2041,1020512,0.0,U,OHIO AREA,N
2042,1020517,0.0,Y,ATLANTIC SOUTH AREA,N
2043,1020525,0.0,Y,CHICAGO AREA,N
2044,1020526,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
2045,1020528,0.0,Y,NEW YORK CITY AREA,Y
2046,1020552,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
2047,1020565,0.0,U,GREAT LAKES AREA,Y
2048,1020575,0.0,N,MIDWEST AREA,Y
2049,1020588,0.0,Y,ATLANTIC SOUTH AREA,Y
2050,1020589,0.0,Y,MIDWEST AREA,Y
2051,1020595,0.0,U,DALLAS AREA,N
2052,1020596,0.0,U,SOUTHWEST AREA,Y
2053,1020599,0.0,U,LOS ANGELES AREA,N
2054,1020601,0.0,N,CALIFORNIA NORTH AREA,Y
