,Customer_ID,custcare_Mean,new_cell,area,creditcd
6000,1059746,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
6001,1059762,0.0,U,CALIFORNIA NORTH AREA,Y
6002,1059783,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
6003,1059785,1.0,U,GREAT LAKES AREA,N
6004,1059789,0.0,U,GREAT LAKES AREA,Y
6005,1059791,2.666666667,U,SOUTHWEST AREA,N
6006,1059802,4.666666667,Y,SOUTH FLORIDA AREA,N
6007,1059804,2.666666667,U,DALLAS AREA,Y
6008,1059811,2.666666667,U,NEW YORK CITY AREA,N
6009,1059813,0.0,U,DALLAS AREA,N
6010,1059819,0.666666667,U,LOS ANGELES AREA,Y
6011,1059820,0.0,Y,SOUTH FLORIDA AREA,N
6012,1059857,13.33333333,Y,ATLANTIC SOUTH AREA,Y
6013,1059858,2.666666667,Y,CALIFORNIA NORTH AREA,Y
6014,1059859,0.0,U,ATLANTIC SOUTH AREA,Y
6015,1059925,0.0,U,DALLAS AREA,Y
6016,1059928,0.0,U,NORTH FLORIDA AREA,Y
6017,1059933,1.0,Y,SOUTHWEST AREA,N
6018,1059941,15.66666667,U,LOS ANGELES AREA,N
6019,1059950,0.333333333,U,LOS ANGELES AREA,Y
6020,1059951,0.0,U,GREAT LAKES AREA,Y
6021,1059968,0.0,U,LOS ANGELES AREA,Y
6022,1059979,1.0,N,SOUTH FLORIDA AREA,N
6023,1059981,0.666666667,U,MIDWEST AREA,Y
6024,1059984,0.0,Y,PHILADELPHIA AREA,Y
6025,1059988,0.333333333,N,HOUSTON AREA,Y
6026,1060007,1.333333333,Y,GREAT LAKES AREA,N
6027,1060009,0.0,U,DALLAS AREA,Y
6028,1060034,0.0,U,LOS ANGELES AREA,Y
6029,1060073,0.0,Y,ATLANTIC SOUTH AREA,Y
6030,1060074,0.333333333,U,NEW ENGLAND AREA,Y
6031,1060075,0.333333333,U,HOUSTON AREA,Y
6032,1060079,0.0,Y,ATLANTIC SOUTH AREA,Y
6033,1060095,0.333333333,U,CENTRAL-SOUTH TEXAS AREA,N
6034,1060097,8.0,Y,SOUTH FLORIDA AREA,Y
6035,1060110,0.0,U,NORTH FLORIDA AREA,Y
6036,1060118,0.0,U,OHIO AREA,N
6037,1060123,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
6038,1060130,3.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
6039,1060137,7.0,U,OHIO AREA,Y
6040,1060145,0.0,U,CALIFORNIA NORTH AREA,Y
6041,1060195,3.666666667,U,OHIO AREA,Y
6042,1060206,2.0,U,CENTRAL-SOUTH TEXAS AREA,N
6043,1060228,0.0,Y,NEW ENGLAND AREA,Y
6044,1060265,8.666666667,U,DC-MARYLAND-VIRGINIA AREA,N
6045,1060270,4.0,U,OHIO AREA,Y
6046,1060278,3.0,Y,TENNESSEE AREA,Y
6047,1060287,1.0,U,GREAT LAKES AREA,Y
6048,1060288,0.0,U,SOUTH FLORIDA AREA,N
6049,1060309,1.333333333,Y,ATLANTIC SOUTH AREA,Y
6050,1060311,0.666666667,U,NEW ENGLAND AREA,Y
6051,1060313,5.666666667,U,DALLAS AREA,Y
6052,1060318,0.0,Y,LOS ANGELES AREA,Y
6053,1060324,0.0,U,ATLANTIC SOUTH AREA,N
6054,1060326,0.0,U,OHIO AREA,Y
6055,1060339,0.0,U,NEW YORK CITY AREA,Y
6056,1060351,0.0,N,GREAT LAKES AREA,Y
6057,1060355,0.0,U,DALLAS AREA,Y
6058,1060368,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
6059,1060375,11.33333333,U,OHIO AREA,Y
6060,1060378,4.0,U,NEW ENGLAND AREA,Y
6061,1060397,0.0,U,HOUSTON AREA,Y
6062,1060435,1.333333333,U,OHIO AREA,N
6063,1060447,0.0,U,ATLANTIC SOUTH AREA,Y
6064,1060451,0.0,U,NEW YORK CITY AREA,Y
6065,1060455,0.0,U,SOUTH FLORIDA AREA,Y
6066,1060462,2.333333333,U,CALIFORNIA NORTH AREA,Y
6067,1060491,4.666666667,U,NEW YORK CITY AREA,N
6068,1060493,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
6069,1060495,7.333333333,U,ATLANTIC SOUTH AREA,Y
6070,1060500,0.0,U,NEW YORK CITY AREA,Y
6071,1060518,1.666666667,N,HOUSTON AREA,Y
6072,1060523,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
6073,1060545,0.0,N,DC-MARYLAND-VIRGINIA AREA,N
6074,1060548,0.0,Y,SOUTHWEST AREA,N
6075,1060553,0.0,U,ATLANTIC SOUTH AREA,Y
6076,1060560,0.0,Y,CALIFORNIA NORTH AREA,N
6077,1060564,8.0,U,NEW YORK CITY AREA,Y
6078,1060566,0.0,Y,NEW YORK CITY AREA,N
6079,1060597,0.0,U,NEW ENGLAND AREA,N
6080,1060601,0.0,U,NEW YORK CITY AREA,Y
6081,1060602,0.333333333,U,DALLAS AREA,Y
6082,1060609,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
6083,1060618,11.0,U,CENTRAL-SOUTH TEXAS AREA,N
6084,1060624,0.333333333,U,GREAT LAKES AREA,Y
6085,1060674,3.0,N,TENNESSEE AREA,N
6086,1060676,0.0,U,SOUTH FLORIDA AREA,N
6087,1060695,0.0,N,TENNESSEE AREA,N
6088,1060710,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
6089,1060711,0.333333333,U,GREAT LAKES AREA,N
6090,1060712,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
6091,1060717,0.0,Y,MIDWEST AREA,Y
6092,1060736,0.0,U,NEW ENGLAND AREA,Y
6093,1060742,0.0,U,TENNESSEE AREA,N
6094,1060750,0.666666667,N,TENNESSEE AREA,Y
6095,1060756,0.0,U,PHILADELPHIA AREA,
6096,1060770,2.0,U,TENNESSEE AREA,N
6097,1060776,8.333333333,N,TENNESSEE AREA,N
6098,1060778,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
6099,1060783,2.0,U,CHICAGO AREA,Y
6100,1060788,2.0,U,CENTRAL-SOUTH TEXAS AREA,N
6101,1060791,0.0,U,CALIFORNIA NORTH AREA,Y
6102,1060813,14.33333333,U,CALIFORNIA NORTH AREA,Y
6103,1060825,2.0,U,GREAT LAKES AREA,Y
6104,1060830,1.666666667,U,DALLAS AREA,N
6105,1060840,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
6106,1060843,0.0,U,OHIO AREA,N
6107,1060850,2.333333333,Y,CALIFORNIA NORTH AREA,Y
6108,1060861,0.0,U,OHIO AREA,Y
6109,1060893,0.0,U,NEW YORK CITY AREA,Y
6110,1060895,0.0,U,SOUTHWEST AREA,N
6111,1060963,0.333333333,Y,PHILADELPHIA AREA,Y
6112,1060964,1.666666667,U,CENTRAL-SOUTH TEXAS AREA,
6113,1060968,0.0,U,PHILADELPHIA AREA,Y
6114,1060976,5.0,Y,MIDWEST AREA,Y
6115,1060987,0.666666667,U,DALLAS AREA,Y
6116,1060993,0.666666667,U,GREAT LAKES AREA,Y
6117,1061002,0.333333333,U,LOS ANGELES AREA,Y
6118,1061010,0.0,Y,NEW ENGLAND AREA,Y
