,Customer_ID,custcare_Mean,new_cell,area,creditcd
7000,1069808,0.0,U,ATLANTIC SOUTH AREA,Y
7001,1069821,1.0,U,ATLANTIC SOUTH AREA,Y
7002,1069830,30.0,U,MIDWEST AREA,N
7003,1069837,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
7004,1069842,3.0,U,MIDWEST AREA,N
7005,1069862,2.666666667,Y,SOUTHWEST AREA,N
7006,1069870,0.0,U,DALLAS AREA,
7007,1069895,0.0,N,ATLANTIC SOUTH AREA,Y
7008,1069909,0.0,U,LOS ANGELES AREA,Y
7009,1069914,5.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
7010,1069915,1.0,U,CALIFORNIA NORTH AREA,N
7011,1069917,0.0,U,MIDWEST AREA,Y
7012,1069922,3.0,U,NEW ENGLAND AREA,N
7013,1069930,0.0,U,MIDWEST AREA,Y
7014,1069944,0.0,U,SOUTH FLORIDA AREA,Y
7015,1069958,6.666666667,N,ATLANTIC SOUTH AREA,Y
7016,1069978,0.0,Y,SOUTHWEST AREA,Y
7017,1069983,0.0,Y,CHICAGO AREA,Y
7018,1069986,0.0,U,TENNESSEE AREA,Y
7019,1070000,6.0,N,MIDWEST AREA,Y
7020,1070001,0.0,U,CHICAGO AREA,Y
7021,1070003,0.0,U,CHICAGO AREA,Y
7022,1070021,0.0,U,CALIFORNIA NORTH AREA,Y
7023,1070062,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
7024,1070074,0.0,U,GREAT LAKES AREA,Y
7025,1070075,0.0,Y,CHICAGO AREA,N
7026,1070076,0.0,U,SOUTH FLORIDA AREA,Y
7027,1070082,0.0,N,TENNESSEE AREA,Y
7028,1070097,1.333333333,U,NEW YORK CITY AREA,Y
7029,1070114,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
7030,1070124,0.0,Y,CALIFORNIA NORTH AREA,Y
7031,1070128,25.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,N
7032,1070154,0.0,U,CHICAGO AREA,N
7033,1070165,0.0,U,SOUTH FLORIDA AREA,Y
7034,1070172,11.33333333,U,TENNESSEE AREA,Y
7035,1070174,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
7036,1070180,0.333333333,U,CHICAGO AREA,N
7037,1070194,2.666666667,U,TENNESSEE AREA,Y
7038,1070201,0.0,U,LOS ANGELES AREA,Y
7039,1070208,0.0,U,SOUTH FLORIDA AREA,Y
7040,1070212,0.0,Y,TENNESSEE AREA,N
7041,1070235,0.0,N,DALLAS AREA,Y
7042,1070238,0.0,N,TENNESSEE AREA,Y
7043,1070267,6.666666667,U,CALIFORNIA NORTH AREA,N
7044,1070273,22.66666667,U,NEW YORK CITY AREA,Y
7045,1070274,0.0,Y,DALLAS AREA,Y
7046,1070297,0.0,U,OHIO AREA,Y
7047,1070317,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
7048,1070320,1.0,N,CHICAGO AREA,Y
7049,1070325,0.0,U,LOS ANGELES AREA,N
7050,1070326,0.0,U,LOS ANGELES AREA,N
7051,1070329,0.0,U,NEW YORK CITY AREA,Y
7052,1070334,0.0,U,NORTH FLORIDA AREA,N
7053,1070341,1.0,U,ATLANTIC SOUTH AREA,Y
7054,1070346,0.0,U,GREAT LAKES AREA,
7055,1070354,0.0,U,NORTH FLORIDA AREA,N
7056,1070362,0.0,U,GREAT LAKES AREA,N
7057,1070369,0.0,N,NEW YORK CITY AREA,
7058,1070375,1.666666667,N,DC-MARYLAND-VIRGINIA AREA,Y
7059,1070376,14.33333333,Y,ATLANTIC SOUTH AREA,N
7060,1070384,0.0,U,OHIO AREA,N
7061,1070400,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
7062,1070413,22.0,U,NEW YORK CITY AREA,N
7063,1070418,2.0,U,SOUTHWEST AREA,N
7064,1070426,0.0,U,NEW YORK CITY AREA,Y
7065,1070458,0.0,N,SOUTHWEST AREA,
7066,1070465,2.333333333,U,GREAT LAKES AREA,Y
7067,1070473,0.0,U,OHIO AREA,Y
7068,1070476,10.66666667,U,DC-MARYLAND-VIRGINIA AREA,N
7069,1070486,2.333333333,U,MIDWEST AREA,N
7070,1070491,4.666666667,U,LOS ANGELES AREA,Y
7071,1070495,0.0,Y,CALIFORNIA NORTH AREA,Y
7072,1070498,0.0,U,LOS ANGELES AREA,N
7073,1070500,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
7074,1070503,2.0,U,SOUTHWEST AREA,Y
7075,1070506,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
7076,1070508,0.0,U,CALIFORNIA NORTH AREA,N
7077,1070515,0.0,N,GREAT LAKES AREA,Y
7078,1070517,17.66666667,U,GREAT LAKES AREA,N
7079,1070526,0.0,U,SOUTH FLORIDA AREA,Y
7080,1070529,0.0,U,OHIO AREA,Y
7081,1070544,4.333333333,U,ATLANTIC SOUTH AREA,N
7082,1070547,49.66666667,U,ATLANTIC SOUTH AREA,Y
7083,1070567,0.0,U,SOUTHWEST AREA,Y
7084,1070605,0.0,U,ATLANTIC SOUTH AREA,Y
7085,1070613,0.0,U,DALLAS AREA,Y
7086,1070629,0.0,U,OHIO AREA,Y
7087,1070633,6.666666667,Y,NORTH FLORIDA AREA,Y
