,Customer_ID,custcare_Mean,new_cell,area,creditcd
5000,1049679,0.0,U,NORTH FLORIDA AREA,Y
5001,1049692,0.0,Y,GREAT LAKES AREA,Y
5002,1049701,2.0,U,HOUSTON AREA,Y
5003,1049702,0.0,U,MIDWEST AREA,N
5004,1049703,5.0,Y,NEW YORK CITY AREA,Y
5005,1049712,0.0,N,DALLAS AREA,Y
5006,1049715,0.666666667,Y,NEW YORK CITY AREA,Y
5007,1049716,0.0,Y,MIDWEST AREA,Y
5008,1049724,0.0,U,NEW YORK CITY AREA,Y
5009,1049733,6.333333333,U,NEW ENGLAND AREA,Y
5010,1049742,0.333333333,U,NEW YORK CITY AREA,N
5011,1049748,4.666666667,U,CENTRAL-SOUTH TEXAS AREA,N
5012,1049752,9.666666667,U,NEW YORK CITY AREA,Y
5013,1049757,0.0,U,PHILADELPHIA AREA,N
5014,1049763,2.333333333,U,OHIO AREA,Y
5015,1049778,0.0,U,GREAT LAKES AREA,N
5016,1049782,0.0,N,HOUSTON AREA,N
5017,1049840,2.0,U,SOUTHWEST AREA,Y
5018,1049850,0.0,N,HOUSTON AREA,Y
5019,1049853,0.0,U,NEW ENGLAND AREA,Y
5020,1049891,0.0,U,SOUTHWEST AREA,Y
5021,1049899,0.333333333,U,DC-MARYLAND-VIRGINIA AREA,N
5022,1049910,0.0,Y,NORTH FLORIDA AREA,Y
5023,1049927,0.0,Y,HOUSTON AREA,Y
5024,1049940,0.0,U,NEW ENGLAND AREA,Y
5025,1049942,0.0,U,SOUTHWEST AREA,N
5026,1049952,1.0,Y,NEW YORK CITY AREA,N
5027,1049975,0.0,U,CALIFORNIA NORTH AREA,Y
5028,1049976,1.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
5029,1049998,1.333333333,U,LOS ANGELES AREA,Y
5030,1050006,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
5031,1050008,0.0,U,CHICAGO AREA,Y
5032,1050009,0.0,U,NEW YORK CITY AREA,Y
5033,1050014,0.333333333,Y,CHICAGO AREA,Y
5034,1050021,0.0,Y,NEW YORK CITY AREA,N
5035,1050026,16.33333333,U,NEW YORK CITY AREA,N
5036,1050029,0.333333333,U,OHIO AREA,Y
5037,1050042,1.666666667,U,CHICAGO AREA,N
5038,1050057,0.0,U,OHIO AREA,Y
5039,1050068,1.333333333,U,HOUSTON AREA,Y
5040,1050078,1.666666667,U,NEW ENGLAND AREA,Y
5041,1050096,6.333333333,Y,PHILADELPHIA AREA,Y
5042,1050107,2.0,N,GREAT LAKES AREA,Y
5043,1050113,4.0,U,NORTH FLORIDA AREA,Y
5044,1050126,0.0,Y,GREAT LAKES AREA,N
5045,1050130,12.33333333,U,GREAT LAKES AREA,N
5046,1050145,0.666666667,Y,DC-MARYLAND-VIRGINIA AREA,Y
5047,1050146,1.0,N,MIDWEST AREA,
5048,1050156,0.0,U,GREAT LAKES AREA,N
